,challenge_ID,programming_language,author_ID,Year,total_submissions
1393,CI27550,1,AI564055,2008,281.0
1394,CI25973,1,AI565346,2007,280.0
1395,CI25394,1,AI564936,2007,280.0
1396,CI23536,1,AI563629,2006,280.0
1397,CI27238,1,AI566020,2008,280.0
1398,CI26616,1,AI565778,2008,279.0
1399,CI24914,1,AI563864,2007,279.0
1400,CI24733,1,AI563638,2007,279.0
1401,CI25866,1,AI564215,2008,279.0
1402,CI23705,1,AI563758,2006,279.0
1403,CI25000,1,AI564648,2007,279.0
1404,CI23967,1,AI563947,2006,278.0
1405,CI26202,1,AI565469,2003,278.0
1406,CI24908,1,AI564035,2007,278.0
1407,CI25266,1,AI564834,2007,278.0
1408,CI24256,1,AI563642,2005,277.0
1409,CI27155,1,AI564832,2008,277.0
1410,CI25411,1,AI564946,2007,277.0
1411,CI23727,1,AI563775,2006,276.0
1412,CI26032,1,AI565393,2007,276.0
1413,CI26031,1,AI565392,2007,276.0
1414,CI27300,2,AI566064,2008,276.0
1415,CI25989,1,AI565360,2008,276.0
1416,CI25095,1,AI564717,2007,276.0
1417,CI25571,1,AI565072,2007,276.0
1418,CI28108,1,AI565691,2009,276.0
1419,CI23982,1,AI563960,2006,276.0
1420,CI25517,1,AI565025,2007,276.0
1421,CI25927,1,AI564278,2008,275.0
1422,CI25657,1,AI565133,2007,274.0
1423,CI26390,1,AI565604,2008,274.0
1424,CI24094,1,AI563724,2005,274.0
1425,CI25233,1,AI564807,2007,274.0
1426,CI27544,1,AI563724,2008,274.0
1427,CI27237,1,AI566019,2008,274.0
1428,CI23786,1,AI563820,2006,273.0
1429,CI25398,1,AI564458,2007,273.0
1430,CI25972,1,AI565345,2007,273.0
1431,CI25505,1,AI563772,2007,272.0
1432,CI26428,3,AI565633,2008,272.0
1433,CI26205,1,AI565469,2003,272.0
1434,CI25078,1,AI564703,2007,271.0
1435,CI26137,1,AI565462,2008,271.0
1436,CI25446,1,AI564973,2007,271.0
1437,CI27611,1,AI566278,2008,271.0
1438,CI24959,1,AI564618,2007,271.0
1439,CI26186,1,AI565469,2003,270.0
1440,CI24587,1,AI564392,2003,270.0
1441,CI24099,1,AI563918,2005,270.0
1442,CI26611,1,AI565773,2008,270.0
1443,CI24328,1,AI564188,2006,270.0
1444,CI25114,1,AI564731,2007,269.0
1445,CI24584,1,AI564390,2005,269.0
1446,CI26648,1,AI563894,2008,269.0
1447,CI26805,1,AI564670,2008,269.0
1448,CI26182,1,AI565469,2003,269.0
1449,CI27364,1,AI566118,2008,269.0
1450,CI25984,1,AI565355,2008,269.0
1451,CI28369,1,AI566596,2009,268.0
1452,CI26925,1,AI565468,2002,268.0
1453,CI24142,1,AI563830,2006,268.0
1454,CI27573,1,AI564843,2008,268.0
1455,CI26200,1,AI565469,2003,268.0
1456,CI26191,1,AI565469,2003,267.0
1457,CI23920,1,AI563738,2006,267.0
1458,CI26990,1,AI565908,2001,267.0
1459,CI27040,1,AI565908,1999,267.0
1460,CI24070,1,AI563925,2005,266.0
1461,CI23537,1,AI563630,2006,266.0
1462,CI27913,1,AI566419,2003,266.0
1463,CI26960,1,AI565910,2005,266.0
1464,CI25635,1,AI564997,2007,265.0
1465,CI28311,1,AI566569,2009,265.0
1466,CI25612,1,AI565104,2007,265.0
1467,CI26630,1,AI565788,2008,264.0
1468,CI27614,1,AI566280,2008,264.0
1469,CI28516,1,AI566551,2009,264.0
1470,CI28136,1,AI565495,2009,264.0
1471,CI28441,1,AI565847,2009,264.0
1472,CI25594,1,AI565087,2004,264.0
1473,CI25186,1,AI564451,2007,264.0
1474,CI28414,1,AI566625,2009,264.0
1475,CI26600,1,AI565765,2008,264.0
1476,CI24000,1,AI563859,2006,263.0
1477,CI27032,1,AI565908,1999,263.0
1478,CI26663,1,AI565809,2008,263.0
1479,CI27959,1,AI566447,2008,263.0
1480,CI23872,1,AI563883,2006,262.0
1481,CI24807,2,AI564509,2007,262.0
1482,CI27009,1,AI565908,2001,261.0
1483,CI26299,1,AI565536,2008,261.0
1484,CI23927,1,AI563688,2006,261.0
1485,CI27079,1,AI565935,2008,261.0
1486,CI24395,1,AI564244,2006,260.0
1487,CI24821,1,AI563765,2007,260.0
1488,CI27002,1,AI565908,2001,260.0
1489,CI25230,1,AI564062,2007,260.0
1490,CI24553,2,AI564366,2006,259.0
1491,CI24879,1,AI564556,2007,259.0
1492,CI27725,1,AI566330,2008,258.0
1493,CI26702,1,AI565832,2008,258.0
1494,CI24679,1,AI564275,2007,258.0
1495,CI27721,1,AI566326,2008,258.0
1496,CI24858,2,AI564545,2007,258.0
1497,CI24997,1,AI564645,2007,257.0
1498,CI27873,2,AI566418,2009,257.0
1499,CI25747,1,AI565195,2007,257.0
1500,CI25360,1,AI564909,2007,257.0
1501,CI25215,1,AI564800,2007,257.0
1502,CI24932,1,AI563863,2007,257.0
1503,CI26000,1,AI565371,2008,256.0
1504,CI27904,1,AI566419,2003,256.0
1505,CI26836,1,AI565905,2005,256.0
1506,CI25743,1,AI564240,2007,255.0
1507,CI24358,1,AI564214,2006,255.0
1508,CI24504,1,AI564330,2006,255.0
1509,CI27426,1,AI564274,2008,255.0
1510,CI28194,1,AI566551,2009,255.0
1511,CI24719,1,AI564450,2007,255.0
1512,CI25734,1,AI563688,2008,254.0
1513,CI24331,1,AI564155,2006,254.0
1514,CI24007,1,AI563974,2006,254.0
1515,CI27501,1,AI563805,2008,254.0
1516,CI26301,1,AI565538,2008,254.0
1517,CI24728,1,AI564458,2007,254.0
1518,CI25737,1,AI565189,2008,254.0
1519,CI27901,1,AI566419,2003,253.0
1520,CI26347,1,AI565574,2008,253.0
1521,CI23569,1,AI563611,2005,253.0
1522,CI26083,1,AI565425,2008,253.0
1523,CI26621,1,AI564879,2008,253.0
1524,CI28130,1,AI566512,2009,252.0
1525,CI24481,1,AI564313,2006,252.0
1526,CI23526,1,AI563619,2002,252.0
1527,CI27054,1,AI564981,2008,252.0
1528,CI23564,1,AI563654,2004,251.0
1529,CI27491,1,AI566210,2008,251.0
1530,CI25107,1,AI564727,2007,251.0
1531,CI27447,1,AI566171,2008,250.0
1532,CI26044,1,AI564340,2007,250.0
1533,CI24590,1,AI564394,2003,250.0
1534,CI24276,1,AI564142,2006,250.0
1535,CI26829,1,AI565905,2005,250.0
1536,CI26538,1,AI564224,2008,250.0
1537,CI26756,2,AI563659,2004,250.0
1538,CI27819,1,AI566378,2008,250.0
1539,CI26602,1,AI565692,2008,250.0
1540,CI26307,1,AI565542,2008,250.0
1541,CI26762,1,AI565873,2006,250.0
1542,CI28185,1,AI564600,2009,249.0
1543,CI25843,1,AI565265,2007,249.0
1544,CI24222,1,AI563735,2005,249.0
1545,CI25736,1,AI565188,2008,249.0
1546,CI26192,1,AI565469,2003,249.0
1547,CI27507,1,AI566221,2008,248.0
1548,CI25041,1,AI563843,2007,248.0
1549,CI26677,1,AI565819,2008,248.0
1550,CI27412,1,AI564291,2008,248.0
1551,CI27114,1,AI565948,2008,248.0
1552,CI27674,1,AI566297,2008,248.0
1553,CI27675,1,AI566299,2004,248.0
1554,CI27909,1,AI566419,2003,248.0
1555,CI24040,1,AI563998,2005,247.0
1556,CI24412,1,AI564258,2006,247.0
1557,CI25642,1,AI564465,2007,247.0
1558,CI26423,1,AI565629,2008,247.0
1559,CI27460,2,AI563576,2008,247.0
1560,CI25529,1,AI565036,2007,246.0
1561,CI27509,1,AI563943,2008,246.0
1562,CI26567,1,AI565724,2008,246.0
1563,CI26459,1,AI565464,2008,246.0
1564,CI24474,1,AI564306,2006,246.0
1565,CI27986,1,AI566448,2008,245.0
1566,CI25315,1,AI564875,2007,245.0
1567,CI25320,1,AI564879,2007,245.0
1568,CI25040,1,AI563859,2007,245.0
1569,CI25615,1,AI565106,2007,245.0
1570,CI26457,1,AI564813,2008,245.0
1571,CI26140,1,AI565464,2008,245.0
1572,CI27263,1,AI566040,2008,245.0
1573,CI24693,2,AI563596,2007,244.0
1574,CI24571,2,AI564382,2006,244.0
1575,CI25147,1,AI564749,2007,244.0
1576,CI28892,1,AI564008,2009,244.0
1577,CI24613,1,AI564278,2005,244.0
1578,CI28356,1,AI566586,2009,244.0
1579,CI26791,1,AI565893,2008,244.0
1580,CI28724,1,AI566762,2009,243.0
1581,CI28031,1,AI565754,2009,243.0
1582,CI26206,1,AI565469,2003,243.0
1583,CI26996,1,AI565908,2001,243.0
1584,CI25558,1,AI565061,2007,243.0
1585,CI26409,3,AI565620,2008,242.0
1586,CI25546,1,AI565053,2007,242.0
1587,CI27176,1,AI563722,2008,242.0
1588,CI25791,1,AI565225,2007,242.0
1589,CI28589,1,AI564510,2008,242.0
1590,CI24538,2,AI564352,2006,241.0
1591,CI27617,1,AI565328,2008,241.0
1592,CI26601,1,AI565766,2008,241.0
1593,CI27588,1,AI566267,2008,241.0
1594,CI26317,1,AI565551,2008,241.0
1595,CI27730,1,AI566335,2008,241.0
1596,CI27293,1,AI566058,2006,241.0
1597,CI23990,1,AI563966,2006,241.0
1598,CI26555,1,AI565732,2008,240.0
1599,CI24539,2,AI564353,2006,240.0
1600,CI24502,1,AI564282,2006,239.0
1601,CI25241,1,AI564813,2007,239.0
1602,CI28992,1,AI566850,2009,239.0
1603,CI28139,1,AI566517,2009,239.0
1604,CI26643,1,AI565796,2008,239.0
1605,CI25882,1,AI565291,2007,239.0
1606,CI24124,1,AI564045,2006,239.0
1607,CI25563,1,AI565064,2007,239.0
1608,CI24255,1,AI563639,2005,239.0
1609,CI24213,1,AI563787,2005,239.0
1610,CI26832,1,AI565905,2005,238.0
1611,CI23821,1,AI563848,2005,238.0
1612,CI25280,1,AI564844,2007,238.0
1613,CI25265,1,AI564055,2007,238.0
1614,CI27111,1,AI565945,2006,238.0
1615,CI29005,1,AI566855,2010,238.0
1616,CI25818,1,AI563722,2007,238.0
1617,CI24091,1,AI564030,2006,238.0
1618,CI24410,1,AI564256,2006,237.0
1619,CI26669,1,AI565813,2008,237.0
1620,CI25738,1,AI563791,2008,237.0
1621,CI25821,1,AI564213,2007,237.0
1622,CI26594,1,AI565762,2008,237.0
1623,CI23896,1,AI563900,2005,237.0
1624,CI25844,1,AI565266,2007,237.0
1625,CI26185,1,AI565469,2003,237.0
1626,CI27017,1,AI565914,2008,237.0
1627,CI26024,1,AI565386,2007,237.0
1628,CI26412,3,AI565608,2008,236.0
1629,CI23919,1,AI563920,2005,236.0
1630,CI25960,1,AI565333,2007,236.0
1631,CI26798,1,AI565734,2008,236.0
1632,CI26745,1,AI565865,2008,236.0
1633,CI23481,1,AI563579,2003,236.0
1634,CI24269,1,AI563663,2005,235.0
1635,CI26755,1,AI565404,2008,235.0
1636,CI23993,1,AI563825,2005,235.0
1637,CI23865,1,AI563878,2005,235.0
1638,CI24817,1,AI564519,2001,235.0
1639,CI27731,1,AI566336,2008,235.0
1640,CI26207,1,AI565469,2003,235.0
1641,CI23645,1,AI563718,2005,235.0
1642,CI25419,1,AI564951,2007,234.0
1643,CI24397,1,AI564246,2006,234.0
1644,CI26844,1,AI565906,2005,234.0
1645,CI24717,1,AI564448,2007,234.0
1646,CI27955,1,AI566444,2008,234.0
1647,CI27265,1,AI566041,2008,234.0
1648,CI25226,1,AI564805,2007,233.0
1649,CI28123,1,AI565691,2009,233.0
1650,CI24008,1,AI563975,2006,233.0
1651,CI26705,1,AI563794,2008,233.0
1652,CI26800,1,AI563752,2008,233.0
1653,CI25709,1,AI565174,2007,233.0
1654,CI26961,1,AI565910,2005,233.0
1655,CI24884,1,AI564560,2007,233.0
1656,CI27053,1,AI565915,2008,233.0
1657,CI25027,1,AI564669,2007,233.0
1658,CI23966,1,AI563946,2006,232.0
1659,CI24588,1,AI564346,2003,232.0
1660,CI23576,2,AI563662,2001,231.0
1661,CI25334,1,AI564891,2007,231.0
1662,CI26763,1,AI565874,2007,231.0
1663,CI24450,1,AI564286,2006,231.0
1664,CI24961,1,AI564620,2007,231.0
1665,CI28485,1,AI566551,2009,231.0
1666,CI26657,2,AI565799,2008,231.0
1667,CI25228,1,AI564806,2007,230.0
1668,CI24153,1,AI564063,2005,230.0
1669,CI23694,1,AI563752,2005,230.0
1670,CI26936,1,AI565468,2002,230.0
1671,CI23538,1,AI563631,2006,230.0
1672,CI24406,1,AI564254,2006,230.0
1673,CI26396,1,AI565610,2008,230.0
1674,CI27671,1,AI566296,2004,230.0
1675,CI28088,1,AI566503,2009,229.0
1676,CI24462,1,AI564295,2006,229.0
1677,CI25711,1,AI565176,2007,229.0
1678,CI27687,1,AI566304,2008,229.0
1679,CI26087,1,AI565429,2008,229.0
1680,CI28002,1,AI566456,2008,229.0
1681,CI27231,1,AI566015,2008,229.0
1682,CI25836,1,AI565259,2007,228.0
1683,CI24182,1,AI564086,2006,228.0
1684,CI23686,1,AI563745,2006,228.0
1685,CI25337,1,AI564179,2007,228.0
1686,CI27863,1,AI566409,2008,228.0
1687,CI25780,1,AI565218,2007,228.0
1688,CI23914,1,AI563916,2005,228.0
1689,CI23743,1,AI563789,2006,228.0
1690,CI27415,1,AI565275,2008,228.0
1691,CI26306,1,AI565541,2008,227.0
1692,CI23859,1,AI563874,2005,227.0
1693,CI27202,1,AI565998,2008,227.0
1694,CI27494,2,AI566211,2008,227.0
1695,CI24484,1,AI564315,2006,227.0
1696,CI27210,1,AI566003,2008,227.0
1697,CI26142,1,AI564780,2008,227.0
1698,CI27417,1,AI564220,2008,227.0
1699,CI26674,1,AI565817,2008,226.0
1700,CI28078,2,AI564510,2009,226.0
1701,CI26655,2,AI564492,2008,226.0
1702,CI23891,1,AI563896,2006,226.0
1703,CI24194,1,AI563701,2006,225.0
1704,CI26074,1,AI565418,2008,225.0
1705,CI26029,1,AI565390,2007,225.0
1706,CI24592,1,AI564396,2003,225.0
1707,CI27469,1,AI566192,2008,225.0
1708,CI24637,1,AI564255,2004,225.0
1709,CI26001,1,AI565372,2008,225.0
1710,CI24952,1,AI563790,2007,225.0
1711,CI23754,1,AI563798,2005,225.0
1712,CI28151,1,AI565714,2009,225.0
1713,CI25324,1,AI564883,2007,224.0
1714,CI23757,1,AI563745,2005,224.0
1715,CI23623,1,AI563697,2006,224.0
1716,CI26693,1,AI563776,2008,224.0
1717,CI27684,1,AI566301,2008,224.0
1718,CI25002,1,AI564649,2007,223.0
1719,CI24334,1,AI564192,2006,223.0
1720,CI23766,1,AI563758,2006,223.0
1721,CI24345,1,AI564203,2006,223.0
1722,CI25103,1,AI564725,2007,223.0
1723,CI26475,1,AI565667,2008,223.0
1724,CI25536,1,AI565043,2007,223.0
1725,CI27435,1,AI566160,2008,223.0
1726,CI28048,1,AI566485,2009,222.0
1727,CI28750,1,AI566780,2007,222.0
1728,CI26880,1,AI565907,2003,222.0
1729,CI27838,1,AI566391,2008,222.0
1730,CI24793,1,AI564502,2007,222.0
1731,CI27747,1,AI566352,2008,222.0
1732,CI25676,1,AI565147,2007,222.0
1733,CI24056,1,AI564011,2006,222.0
1734,CI27246,1,AI566013,2008,222.0
1735,CI24904,1,AI564579,2007,221.0
1736,CI27676,1,AI566296,2004,221.0
1737,CI27004,1,AI565908,2001,221.0
1738,CI24413,1,AI564210,2006,221.0
1739,CI27352,1,AI566111,2008,221.0
1740,CI25641,1,AI565120,2007,220.0
1741,CI24304,1,AI564168,2006,220.0
1742,CI25271,1,AI564838,2007,220.0
1743,CI27090,1,AI565940,2006,220.0
1744,CI24503,1,AI564329,2006,220.0
1745,CI26450,1,AI565648,2008,220.0
1746,CI24813,2,AI564515,2006,220.0
1747,CI26831,1,AI565905,2005,220.0
1748,CI28071,1,AI564805,2009,219.0
1749,CI26736,1,AI565859,2008,219.0
1750,CI25823,1,AI565249,2007,219.0
1751,CI25130,1,AI564740,2007,219.0
1752,CI24352,1,AI564195,2006,219.0
1753,CI28935,1,AI565468,2005,219.0
1754,CI26094,1,AI565434,2008,219.0
1755,CI23997,1,AI563970,2005,218.0
1756,CI23763,1,AI563758,2006,218.0
1757,CI26779,1,AI565884,2008,218.0
1758,CI27521,1,AI566225,2008,218.0
1759,CI28988,1,AI566846,2009,218.0
1760,CI24054,1,AI564010,2006,217.0
1761,CI24809,2,AI564511,2006,217.0
1762,CI25276,1,AI564841,2007,217.0
1763,CI23867,1,AI563880,2006,217.0
1764,CI25309,1,AI564869,2007,217.0
1765,CI24718,1,AI564449,2007,217.0
1766,CI27497,1,AI566213,2008,217.0
1767,CI27250,1,AI566029,2008,217.0
1768,CI27727,1,AI566332,2008,217.0
1769,CI27424,1,AI566156,2008,217.0
1770,CI24373,1,AI563664,2006,217.0
1771,CI28121,1,AI565691,2009,217.0
1772,CI25794,1,AI565228,2007,216.0
1773,CI27031,1,AI565908,1999,216.0
1774,CI27149,1,AI565369,2008,216.0
1775,CI27490,1,AI566209,2008,216.0
1776,CI27686,1,AI566303,2008,216.0
1777,CI23839,1,AI563826,2006,216.0
1778,CI25405,1,AI563911,2007,216.0
1779,CI28985,1,AI566845,2008,216.0
1780,CI25498,1,AI565012,2007,215.0
1781,CI28199,1,AI564600,2009,215.0
1782,CI26413,3,AI565623,2008,215.0
1783,CI25526,1,AI565033,2007,215.0
1784,CI28203,1,AI565914,2009,215.0
1785,CI27052,1,AI565914,2008,215.0
1786,CI28606,1,AI566701,2009,215.0
1787,CI23594,1,AI563678,2005,215.0
1788,CI25622,1,AI565113,2007,215.0
1789,CI23642,1,AI563715,2006,215.0
1790,CI27696,1,AI566309,2003,215.0
1791,CI24237,1,AI564122,2002,215.0
1792,CI23903,1,AI563907,2006,214.0
1793,CI23625,1,AI563699,2004,214.0
1794,CI26435,1,AI565638,2008,214.0
1795,CI25032,1,AI564549,2007,214.0
1796,CI25330,1,AI564889,2007,214.0
1797,CI27798,1,AI566371,2004,214.0
1798,CI24431,1,AI564271,2006,214.0
1799,CI23728,1,AI563776,2005,213.0
1800,CI23524,2,AI563617,2003,213.0
1801,CI26429,1,AI565634,2008,213.0
1802,CI28120,1,AI565691,2009,213.0
1803,CI23655,1,AI563655,2006,212.0
1804,CI24802,1,AI564505,2007,212.0
1805,CI25023,1,AI564558,2007,212.0
1806,CI26804,1,AI565899,2008,212.0
1807,CI25718,1,AI565182,2007,212.0
1808,CI26634,1,AI563826,2008,212.0
1809,CI25593,1,AI565086,2007,211.0
1810,CI25905,1,AI564726,2007,211.0
1811,CI25574,1,AI565075,2007,211.0
1812,CI24349,1,AI564206,2006,211.0
1813,CI23957,1,AI563758,2006,211.0
1814,CI24804,2,AI564507,2007,211.0
1815,CI28142,1,AI566520,2009,210.0
1816,CI25146,1,AI563731,2007,210.0
1817,CI26420,1,AI565132,2008,210.0
1818,CI27682,1,AI566296,2004,210.0
1819,CI27134,1,AI565459,2008,210.0
1820,CI27874,2,AI564515,2009,210.0
1821,CI28315,1,AI566573,2009,210.0
1822,CI28600,1,AI566600,2009,210.0
1823,CI28696,1,AI563815,2009,210.0
1824,CI28313,1,AI566571,2009,210.0
1825,CI24469,1,AI564301,2006,210.0
1826,CI25290,1,AI564853,2007,210.0
1827,CI26298,1,AI565535,2008,209.0
1828,CI27386,1,AI564329,2008,209.0
1829,CI24396,1,AI564245,2006,209.0
1830,CI26473,1,AI565665,2008,209.0
1831,CI27930,1,AI566428,2009,209.0
1832,CI27127,1,AI563688,2008,209.0
1833,CI24195,1,AI564095,2006,209.0
1834,CI24300,1,AI564164,2006,209.0
1835,CI26685,1,AI565824,2008,209.0
1836,CI26794,1,AI565727,2008,208.0
1837,CI25508,1,AI565018,2007,208.0
1838,CI27121,1,AI565953,2008,208.0
1839,CI23700,1,AI563757,2004,208.0
1840,CI25697,2,AI565162,2007,208.0
1841,CI25986,1,AI565357,2008,208.0
1842,CI24250,1,AI564129,2006,207.0
1843,CI24357,1,AI564213,2006,207.0
1844,CI27172,1,AI564549,2008,207.0
1845,CI25316,1,AI564876,2007,207.0
1846,CI27257,1,AI566036,2008,207.0
1847,CI24087,1,AI564027,2006,207.0
1848,CI25667,1,AI565143,2007,207.0
1849,CI23870,1,AI563708,2006,206.0
1850,CI23760,1,AI563758,2006,206.0
1851,CI25383,1,AI564926,2007,206.0
1852,CI23873,1,AI563884,2005,206.0
1853,CI25310,1,AI564870,2007,206.0
1854,CI25538,1,AI565045,2007,206.0
1855,CI25661,1,AI565137,2007,206.0
1856,CI25378,1,AI564921,2007,205.0
1857,CI25387,1,AI563737,2007,205.0
1858,CI24407,1,AI564255,2006,205.0
1859,CI28172,1,AI566533,2009,205.0
1860,CI25133,1,AI564689,2007,205.0
1861,CI24861,1,AI564013,2007,204.0
1862,CI28840,1,AI564722,2009,204.0
1863,CI27154,1,AI565966,2008,204.0
1864,CI24999,1,AI564647,2007,204.0
1865,CI27035,1,AI565908,1999,203.0
1866,CI25621,1,AI565112,2007,203.0
1867,CI27247,1,AI566026,2008,203.0
1868,CI24941,1,AI564610,2007,203.0
1869,CI24856,1,AI564490,2007,203.0
1870,CI24438,1,AI564200,2006,203.0
1871,CI24805,2,AI563668,2007,203.0
1872,CI24907,1,AI564582,2007,203.0
1873,CI23946,1,AI563655,2005,203.0
1874,CI26979,1,AI565912,2005,202.0
1875,CI28945,1,AI564854,2010,202.0
1876,CI27689,1,AI566305,2008,202.0
1877,CI26886,1,AI565907,2003,202.0
1878,CI23571,2,AI563652,2002,201.0
1879,CI27917,1,AI563723,2009,201.0
1880,CI28060,2,AI566492,2008,201.0
1881,CI26183,1,AI565469,2003,201.0
1882,CI26560,1,AI565735,2008,201.0
1883,CI27200,1,AI565996,2008,201.0
1884,CI26672,1,AI565815,2008,201.0
1885,CI29059,1,AI566872,2010,201.0
1886,CI27165,1,AI565974,2008,201.0
1887,CI25997,1,AI565368,2008,201.0
1888,CI26628,1,AI565782,2008,201.0
1889,CI27607,1,AI565961,2008,200.0
1890,CI27179,1,AI565978,2008,200.0
1891,CI25624,1,AI563765,2007,200.0
1892,CI25925,1,AI563777,2008,200.0
1893,CI23751,1,AI563795,2006,200.0
1894,CI26126,2,AI564510,2008,200.0
1895,CI28416,1,AI566626,2009,200.0
1896,CI24926,1,AI564596,2007,200.0
1897,CI28891,1,AI563655,2009,200.0
1898,CI26557,1,AI565734,2008,200.0
1899,CI26711,1,AI565836,2008,199.0
1900,CI23965,1,AI563945,2006,199.0
1901,CI25656,1,AI565132,2007,199.0
1902,CI26644,1,AI565797,2008,199.0
1903,CI25840,1,AI565262,2007,199.0
1904,CI23660,1,AI563727,2006,199.0
1905,CI26131,1,AI565459,2008,199.0
1906,CI28860,1,AI566806,2009,198.0
1907,CI25311,1,AI564871,2007,198.0
1908,CI24842,1,AI563639,2007,198.0
1909,CI27535,1,AI566236,2008,198.0
1910,CI24764,2,AI563675,2007,198.0
1911,CI25590,1,AI564995,2007,198.0
1912,CI25767,1,AI565210,2007,198.0
1913,CI27560,1,AI566251,2008,198.0
1914,CI25654,2,AI565128,2007,197.0
1915,CI26466,1,AI565659,2008,197.0
1916,CI28799,1,AI565648,2009,197.0
1917,CI26588,1,AI563727,2008,197.0
1918,CI27934,1,AI566431,2009,197.0
1919,CI24229,1,AI564117,2005,197.0
1920,CI24967,1,AI564623,2007,197.0
1921,CI23756,1,AI563800,2005,197.0
1922,CI24429,1,AI564227,2006,197.0
1923,CI23911,1,AI563913,2005,197.0
1924,CI28718,1,AI566756,2009,196.0
1925,CI27106,1,AI565944,2005,196.0
1926,CI25473,1,AI564994,2007,196.0
1927,CI24996,1,AI563856,2007,196.0
1928,CI25029,1,AI564671,2007,196.0
1929,CI25464,1,AI563924,2007,196.0
1930,CI26463,1,AI565656,2008,195.0
1931,CI25950,1,AI563812,2008,195.0
1932,CI26649,2,AI565799,2008,195.0
1933,CI26632,1,AI565790,2008,195.0
1934,CI27439,1,AI566164,2008,195.0
1935,CI29055,1,AI565832,2010,195.0
1936,CI26661,1,AI565808,2008,195.0
1937,CI25580,1,AI564079,2007,195.0
1938,CI23497,2,,2006,195.0
1939,CI25626,1,AI565114,2007,195.0
1940,CI24189,1,AI564090,2006,194.0
1941,CI25194,1,AI564781,2007,194.0
1942,CI27259,1,AI566038,2008,194.0
1943,CI24209,1,AI564107,2005,194.0
1944,CI24838,1,AI564534,2007,194.0
1945,CI26547,1,AI565724,2008,194.0
1946,CI27071,1,AI565928,2008,194.0
1947,CI25894,1,AI565301,2007,194.0
1948,CI24477,1,AI564309,2006,193.0
1949,CI26198,1,AI565469,2003,193.0
1950,CI25946,1,AI563734,2008,193.0
1951,CI28262,1,AI566557,2009,193.0
1952,CI25893,1,AI565300,2007,193.0
1953,CI23544,2,AI563636,2002,193.0
1954,CI24156,1,AI563781,2005,193.0
1955,CI28067,1,AI566498,2009,193.0
1956,CI26718,1,AI565843,2008,193.0
1957,CI24564,2,AI564376,2006,193.0
1958,CI23519,1,AI563613,2002,193.0
1959,CI27534,1,AI565727,2008,192.0
1960,CI27678,1,AI566296,2004,192.0
1961,CI27630,1,AI563744,2008,192.0
1962,CI28150,1,AI566524,2009,192.0
1963,CI27060,1,AI565919,2008,192.0
1964,CI28361,1,AI566589,2009,192.0
1965,CI24700,1,AI564329,2006,192.0
1966,CI28115,1,AI565691,2009,192.0
1967,CI24134,1,AI564054,2003,192.0
1968,CI26063,1,AI565408,2007,192.0
1969,CI27192,1,AI565989,2008,192.0
1970,CI27000,1,AI565908,2001,191.0
1971,CI24743,2,AI564467,2007,191.0
1972,CI24483,1,AI564314,2006,191.0
1973,CI25436,1,AI564964,2007,191.0
1974,CI24945,1,AI564612,2007,191.0
1975,CI27567,1,AI566256,2008,191.0
1976,CI25293,1,AI564855,2007,191.0
1977,CI28145,1,AI564963,2009,191.0
1978,CI25407,1,AI564945,2007,191.0
1979,CI28176,1,AI566536,2009,190.0
1980,CI28026,1,AI565914,2008,190.0
1981,CI25349,1,AI564156,2007,190.0
1982,CI24910,1,AI564584,2007,190.0
1983,CI25385,1,AI564928,2007,190.0
1984,CI26529,1,AI565708,2008,190.0
1985,CI25442,1,AI564969,2007,190.0
1986,CI25846,1,AI565268,2007,190.0
1987,CI25092,1,AI564716,2007,190.0
1988,CI25871,1,AI565282,2007,190.0
1989,CI25454,1,AI564275,2007,190.0
1990,CI27092,1,AI565942,2007,190.0
1991,CI28112,1,AI565691,2009,189.0
1992,CI28377,1,AI566603,2009,189.0
1993,CI26913,1,AI565468,2002,189.0
1994,CI25413,1,AI564946,2007,189.0
1995,CI25690,1,AI563616,2008,189.0
1996,CI27637,1,AI563839,2008,189.0
1997,CI24366,1,AI564222,2006,189.0
1998,CI27510,1,AI563880,2008,189.0
1999,CI24445,1,AI564282,2006,189.0
2000,CI27472,1,AI566194,2008,188.0
2001,CI26497,1,AI565688,2008,188.0
2002,CI25808,1,AI565240,2007,188.0
2003,CI24985,1,AI564638,2007,188.0
2004,CI27271,1,AI566046,2008,188.0
2005,CI26009,1,AI565376,2008,188.0
2006,CI27733,1,AI566338,2008,188.0
2007,CI23604,1,AI563640,2007,188.0
2008,CI27180,1,AI565979,2008,188.0
2009,CI25739,1,AI563734,2008,188.0
2010,CI26727,1,AI565852,2008,187.0
2011,CI27612,1,AI566279,2008,187.0
2012,CI28171,1,AI566532,2009,187.0
2013,CI24039,1,AI563997,2005,187.0
2014,CI26988,1,AI565908,2001,187.0
2015,CI24862,1,AI563787,2006,187.0
2016,CI27966,1,AI566448,2008,187.0
2017,CI26136,1,AI563778,2008,187.0
2018,CI28028,1,AI566473,2009,186.0
2019,CI25761,1,AI565204,2007,186.0
2020,CI25845,1,AI565267,2007,186.0
2021,CI24342,1,AI564200,2006,186.0
2022,CI24388,1,AI564238,2006,186.0
2023,CI25185,1,AI564590,2007,186.0
2024,CI28147,1,AI566522,2009,186.0
2025,CI26460,1,AI565654,2008,186.0
2026,CI26421,3,AI565627,2008,186.0
2027,CI25417,1,AI564949,2007,186.0
